ID,School,School Type,Region,US World Ranking,Acceptance Rate,Average GPA,New EBRW 25th,New EBRW 75th,New Math 25th,New Math 75th,SAT Total 25th,SAT TOTAL 75th,SAT 25,SAT 75,ACT 25,ACT 75,ACT Comp 25th,ACT Comp 75th,Test Optional or Test Flexible,State,Link
526,Texas A & M University Galveston,,,,0.55,-,,,,,,,1100,1270,22,26,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-a-and-m-university-galveston/admission/
920,Barry University,,,,0.55,2.92,,,,,,,930,1100,17,21,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/barry-university/admission/
498,Lindenwood University,,,,0.55,3.2,,,,,,,960,1160,20,25,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/lindenwood-university/admission/
201,Baptist Memorial College of Health Sciences,,,,0.55,3.42,,,,,,,1180,1260,23,27,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/baptist-memorial-college-of-health-sciences/admission/
167,Berry College,Regional,South,7.0,0.55,3.73,580.0,670.0,550.0,630.0,1130.0,1300.0,1130,1300,24,29,24.0,29.0,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/berry-college/admission/
478,University of Louisiana at Lafayette,,,,0.55,3.2,,,,,,,1010,1250,21,25,,,,Louisiana,http://www.collegesimply.com/guides/admission-data//colleges/louisiana/university-of-louisiana-at-lafayette/admission/
1316,Concordia University Saint Paul,,,,0.55,3.02,,,,,,,-,-,-,-,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/concordia-university-saint-paul/admission/
174,Hampden Sydney College,LAC,South,105.0,0.55,3.4,540.0,650.0,530.0,630.0,1070.0,1280.0,1070,1280,21,27,21.0,27.0,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/hampden-sydney-college/admission/
1484,Averett University Non Traditional Programs,,,,0.55,-,,,,,,,-,-,-,-,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/averett-university-non-traditional-programs/admission/
422,Tabor College,,,,0.55,3.25,,,,,,,910,1130,19,25,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/tabor-college/admission/
1411,Chatham University,,,,0.55,3.6,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/chatham-university/admission/
562,Blackburn College,,,,0.55,3.32,,,,,,,860,1110,19,24,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/blackburn-college/admission/
1257,Lake Forest College,LAC,Midwest,108.0,0.55,3.63,,,,,,,-,-,-,-,23.0,28.0,TO,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/lake-forest-college/admission/
1437,Lane College,,,,0.55,2.8,,,,,,,740,860,14,17,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/lane-college/admission/
1293,Clark University,National,New England,74.0,0.55,3.58,650.0,710.0,610.0,700.0,1260.0,1410.0,-,-,-,-,27.0,31.0,TO,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/clark-university/admission/
1001,North Carolina Wesleyan College,,,,0.55,-,,,,,,,850,1050,16,22,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/north-carolina-wesleyan-college/admission/
382,St. Mary's University,,,,0.55,3.4,,,,,,,1010,1200,20,25,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/st.-marys-university/admission/
381,Anderson University,,,,0.55,3.5,,,,,,,1040,1260,21,26,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/indiana/anderson-university/admission/
121,The College of Wooster,LAC,Midwest,62.0,0.55,3.66,600.0,700.0,580.0,710.0,1180.0,1410.0,1180,1410,25,30,25.0,30.0,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/the-college-of-wooster/admission/
381,Anderson University,,,,0.55,3.5,,,,,,,1040,1260,21,26,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/anderson-university/admission/
591,Oakland City University,,,,0.55,3.15,,,,,,,910,1090,17,22,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/oakland-city-university/admission/
1042,Wilberforce University,,,,0.55,-,,,,,,,720,880,14,18,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/wilberforce-university/admission/
313,North Georgia College & State University,,,,0.56,3.2,,,,,,,1090,1270,21,26,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/north-georgia-college-and-state-university/admission/
770,Culver Stockton College,,,,0.56,3.15,,,,,,,910,1130,18,23,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/culver-stockton-college/admission/
240,SUNY at Albany,National,Mid-Atlantic,146.0,0.56,3.5,540.0,620.0,550.0,620.0,1090.0,1240.0,1080,1240,22,26,22.0,26.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-at-albany/admission/
442,Newman University,,,,0.56,3.55,,,,,,,1000,1230,20,28,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/newman-university/admission/
855,University of South Carolina Upstate,,,,0.56,3.7,,,,,,,930,1110,18,22,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/university-of-south-carolina-upstate/admission/
854,Newberry College,,,,0.56,3.32,,,,,,,940,1140,18,22,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/newberry-college/admission/
1352,Hobart William Smith Colleges,LAC,Mid-Atlantic,65.0,0.56,3.32,600.0,700.0,600.0,690.0,1200.0,1390.0,-,-,-,-,26.0,30.0,TO,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/hobart-william-smith-colleges/admission/
765,Columbus State University,,,,0.56,3.15,,,,,,,930,1170,17,23,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/columbus-state-university/admission/
292,Morningside College,,,,0.56,3.38,,,,,,,-,-,20,26,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/morningside-college/admission/
326,Walla Walla University,,,,0.56,3.53,,,,,,,1000,1240,20,27,,,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/walla-walla-university/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.56,3.3,660.0,720.0,650.0,750.0,1310.0,1470.0,760,930,19,26,29.0,32.0,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/union-college/admission/
420,Greenville College,,,,0.56,3.38,,,,,,,950,1150,19,25,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/greenville-college/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.56,3.3,660.0,720.0,650.0,750.0,1310.0,1470.0,760,930,19,26,29.0,32.0,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/union-college/admission/
773,Methodist University,,,,0.56,3.24,,,,,,,910,1150,17,23,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/methodist-university/admission/
1379,Union College,LAC,Mid-Atlantic,38.0,0.56,3.3,660.0,720.0,650.0,750.0,1310.0,1470.0,760,930,19,26,29.0,32.0,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/new-york/union-college/admission/
1205,University of Arkansas Fort Smith,,,,0.56,-,,,,,,,-,-,-,-,,,,Arkansas,http://www.collegesimply.com/guides/admission-data//colleges/arkansas/university-of-arkansas-fort-smith/admission/
1035,Marian University,,,,0.56,3.4,,,,,,,970,1160,20,26,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/marian-university/admission/
1035,Marian University,,,,0.56,3.4,,,,,,,970,1160,20,26,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/marian-university/admission/
1425,Temple University,National,Mid-Atlantic,118.0,0.56,3.41,570.0,670.0,560.0,650.0,1130.0,1320.0,-,-,-,-,23.0,29.0,TO,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/temple-university/admission/
151,University of California Riverside,National,West,118.0,0.56,3.6,560.0,660.0,550.0,670.0,1110.0,1330.0,1080,1300,23,28,22.0,28.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/university-of-california-riverside/admission/
178,Webster University,,,,0.56,3.46,,,,,,,1080,1320,21,27,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/webster-university/admission/
124,Florida State University,National,South,92.0,0.56,3.88,620.0,690.0,580.0,660.0,1200.0,1350.0,1200,1350,25,29,26.0,29.0,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/florida-state-university/admission/
551,Lake Erie College,,,,0.56,-,,,,,,,970,1160,19,23,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/lake-erie-college/admission/
270,Northwest Nazarene University,,,,0.56,3.56,,,,,,,1000,1220,20,27,,,,Idaho,http://www.collegesimply.com/guides/admission-data//colleges/idaho/northwest-nazarene-university/admission/
206,North Central College,,,,0.57,3.59,,,,,,,-,-,22,27,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/north-central-college/admission/
319,William Carey University,,,,0.57,-,,,,,,,890,1150,20,27,,,,Mississippi,http://www.collegesimply.com/guides/admission-data//colleges/mississippi/william-carey-university/admission/
589,LaGrange College,,,,0.57,3.34,,,,,,,970,1160,20,24,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/lagrange-college/admission/
610,Piedmont College,,,,0.57,3.4,,,,,,,950,1170,19,24,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/piedmont-college/admission/
169,Asbury University,,,,0.57,3.66,,,,,,,1030,1290,21,27,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/asbury-university/admission/
907,Missouri Baptist University,,,,0.57,-,,,,,,,830,1030,18,23,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/missouri-baptist-university/admission/
986,Stillman College,,,,0.57,-,,,,,,,760,1010,14,21,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/stillman-college/admission/
467,Oregon Institute of Technology,,,,0.57,-,,,,,,,1000,1230,19,26,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/oregon-institute-of-technology/admission/
737,Faulkner University,,,,0.57,3.13,,,,,,,960,1110,18,24,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/faulkner-university/admission/
1332,Rivier College,,,,0.57,2.87,,,,,,,-,-,-,-,,,,New Hampshire,http://www.collegesimply.com/guides/admission-data//colleges/new-hampshire/rivier-college/admission/
180,Pratt Institute Main,Arts,Mid-Atlantic,,0.57,3.63,590.0,680.0,560.0,690.0,1150.0,1370.0,980,1310,23,28,24.0,28.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/pratt-institute-main/admission/
751,Minot State University,,,,0.57,3.31,,,,,,,940,1110,19,24,,,,North Dakota,http://www.collegesimply.com/guides/admission-data//colleges/north-dakota/minot-state-university/admission/
301,SUNY College of Technology at Alfred,,,,0.57,-,,,,,,,980,1220,18,24,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-college-of-technology-at-alfred/admission/
949,Bowie State University,,,,0.57,-,,,,,,,890,1050,15,20,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/bowie-state-university/admission/
879,University of West Georgia,,,,0.57,3.11,,,,,,,940,1100,18,22,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/university-of-west-georgia/admission/
539,Olivet College,,,,0.57,-,,,,,,,850,1200,17,22,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/olivet-college/admission/
1469,Beacon College,,,,0.57,2.9,,,,,,,-,-,-,-,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/beacon-college/admission/
845,St. Andrews University,,,,0.57,3.34,,,,,,,890,1090,17,22,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/st.-andrews-university/admission/
137,Rochester Institute of Technology,National,Mid-Atlantic,107.0,0.57,3.6,590.0,690.0,600.0,720.0,1190.0,1410.0,1190,1400,26,31,26.0,31.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/rochester-institute-of-technology/admission/
176,Florida Institute of Technology,National,South,171.0,0.57,3.58,560.0,660.0,580.0,700.0,1140.0,1360.0,1150,1350,24,29,24.0,29.0,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/florida-institute-of-technology/admission/
236,University of Massachusetts Lowell,,,,0.57,3.29,,,,,,,1170,1360,23,29,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/university-of-massachusetts-lowell/admission/
778,University of South Carolina Aiken,,,,0.57,3.58,,,,,,,960,1150,18,23,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/university-of-south-carolina-aiken/admission/
1232,Western Connecticut State University,,,,0.57,2.97,,,,,,,-,-,-,-,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/western-connecticut-state-university/admission/
312,University of North Florida,,,,0.57,3.73,,,,,,,1140,1290,22,27,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/university-of-north-florida/admission/
123,Elon University,Regional,South,1.0,0.57,3.99,620.0,700.0,590.0,690.0,1210.0,1390.0,1190,1360,25,29,25.0,29.0,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/elon-university/admission/
1084,Marygrove College,,,,0.57,3.0,,,,,,,-,-,14,18,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/marygrove-college/admission/
1094,Gordon College,,,,0.57,-,,,,,,,840,1040,15,20,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/gordon-college/admission/
1094,Gordon College,,,,0.57,-,,,,,,,840,1040,15,20,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/gordon-college/admission/
1446,Norwich University,,,,0.57,3.04,,,,,,,-,-,-,-,,,,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/vermont/norwich-university/admission/
1430,Providence College,Regional,New England,1.0,0.57,3.37,580.0,680.0,560.0,650.0,1140.0,1330.0,-,-,-,-,23.0,28.0,TO,Rhode Island,http://www.collegesimply.com/guides/admission-data//colleges/rhode-island/providence-college/admission/
419,Georgia State University,,,,0.57,3.34,,,,,,,1040,1240,20,25,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/georgia-state-university/admission/
308,Northland College,,,,0.57,3.3,,,,,,,1060,1200,21,28,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/northland-college/admission/
543,Central Methodist University College of Liberal Arts & Sciences,,,,0.58,3.42,,,,,,,930,1130,20,25,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/central-methodist-university-college-of-liberal-arts-and-sciences/admission/
173,University of the Sciences,,,,0.58,3.61,,,,,,,1140,1310,22,28,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/university-of-the-sciences/admission/
494,Friends University,,,,0.58,3.29,,,,,,,1060,1310,19,24,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/friends-university/admission/
136,University of Massachusetts Amherst,National,New England,74.0,0.58,3.73,600.0,680.0,600.0,700.0,1200.0,1380.0,1200,1370,25,30,25.0,30.0,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/university-of-massachusetts-amherst/admission/
325,Johnson University,,,,0.58,3.27,,,,,,,980,1270,19,25,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/johnson-university/admission/
117,Rose Hulman Institute of Technology,,,,0.58,3.96,,,,,,,1260,1480,28,32,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/rose-hulman-institute-of-technology/admission/
1097,Saint Augustines College,,,,0.58,2.37,,,,,,,720,930,13,17,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/saint-augustines-college/admission/
134,University of Dayton,National,Midwest,111.0,0.58,3.64,570.0,660.0,560.0,660.0,1130.0,1320.0,1120,1320,24,29,24.0,29.0,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/university-of-dayton/admission/
128,Rutgers University New Brunswick,National,Mid-Atlantic,70.0,0.58,-,610.0,710.0,570.0,690.0,1180.0,1400.0,1190,1430,-,-,,,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/rutgers-university-new-brunswick/admission/
118,University of Wisconsin Madison,National,Midwest,44.0,0.58,3.84,640.0,710.0,650.0,780.0,1290.0,1490.0,1280,1480,27,31,27.0,31.0,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/university-of-wisconsin-madison/admission/
700,University of North Alabama,,,,0.58,3.12,,,,,,,890,1170,19,25,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/university-of-north-alabama/admission/
678,Woodbury University,,,,0.58,3.11,,,,,,,940,1130,16,21,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/woodbury-university/admission/
509,Huntingdon College,,,,0.58,3.37,,,,,,,970,1190,19,23,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/huntingdon-college/admission/
1028,Morrisville State College,,,,0.58,-,,,,,,,810,1060,17,21,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/morrisville-state-college/admission/
791,Rochester College,,,,0.58,-,,,,,,,890,1070,17,23,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/rochester-college/admission/
199,Hiram College,,,,0.58,-,,,,,,,960,1240,20,27,,,,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/hiram-college/admission/
429,University of Southern Mississippi,,,,0.58,3.15,,,,,,,970,1190,19,26,,,,Mississippi,http://www.collegesimply.com/guides/admission-data//colleges/mississippi/university-of-southern-mississippi/admission/
430,University of New Mexico Main Campus,,,,0.58,3.3,,,,,,,1030,1280,19,25,,,,New Mexico,http://www.collegesimply.com/guides/admission-data//colleges/new-mexico/university-of-new-mexico-main-campus/admission/
1265,William Penn University,,,,0.58,-,,,,,,,-,-,-,-,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/william-penn-university/admission/
197,Kansas City Art Institute,,,,0.58,3.21,,,,,,,1070,1240,20,26,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/kansas-city-art-institute/admission/
443,University of New Orleans,,,,0.58,3.21,,,,,,,1020,1300,20,24,,,,Louisiana,http://www.collegesimply.com/guides/admission-data//colleges/louisiana/university-of-new-orleans/admission/
410,Rutgers University Camden,,,,0.58,-,,,,,,,1010,1200,-,-,,,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/rutgers-university-camden/admission/
279,North Greenville University,,,,0.58,3.4,,,,,,,1010,1390,20,29,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/north-greenville-university/admission/
364,Oklahoma Christian University,,,,0.59,3.5,,,,,,,1060,1290,21,28,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/oklahoma-christian-university/admission/
135,Purdue University Main Campus,National,Midwest,60.0,0.59,3.7,580.0,680.0,580.0,730.0,1160.0,1410.0,1150,1410,25,31,25.0,30.0,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/purdue-university-main-campus/admission/
659,Grace University,,,,0.59,-,,,,,,,850,1240,19,24,,,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/grace-university/admission/
274,Augsburg College,,,,0.59,-,,,,,,,1040,1240,19,25,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/augsburg-college/admission/
244,West Chester University of Pennsylvania,,,,0.59,3.52,,,,,,,1060,1230,21,26,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/west-chester-university-of-pennsylvania/admission/
1323,Hannibal LaGrange University,,,,0.59,-,,,,,,,-,-,-,-,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/hannibal-lagrange-university/admission/
875,Hiwassee College,,,,0.59,-,,,,,,,810,1190,17,23,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/hiwassee-college/admission/
1322,Cox College,,,,0.59,-,,,,,,,-,-,-,-,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/cox-college/admission/
330,Lyon College,,,,0.59,3.6,,,,,,,1060,1240,22,27,,,,Arkansas,http://www.collegesimply.com/guides/admission-data//colleges/arkansas/lyon-college/admission/
335,Nova Southeastern University,,,,0.59,3.79,,,,,,,1060,1290,22,29,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/nova-southeastern-university/admission/
242,Arcadia University,,,,0.59,3.65,,,,,,,1080,1270,22,27,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/arcadia-university/admission/
195,University of Maryland Baltimore County,,,,0.59,3.76,,,,,,,1180,1380,24,29,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/university-of-maryland-baltimore-county/admission/
1245,Life University,,,,0.59,2.98,,,,,,,-,-,-,-,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/life-university/admission/
891,Francis Marion University,,,,0.59,3.61,,,,,,,900,1110,17,22,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/francis-marion-university/admission/
1229,Sacred Heart University,,,,0.59,3.3,,,,,,,-,-,-,-,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/sacred-heart-university/admission/
276,SUNY at Fredonia,,,,0.59,3.3,,,,,,,1000,1230,21,26,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-at-fredonia/admission/
609,Central Connecticut State University,,,,0.59,2.98,,,,,,,1010,1180,20,24,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/central-connecticut-state-university/admission/
450,University of North Carolina at Greensboro,,,,0.59,3.64,,,,,,,1020,1180,20,25,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/university-of-north-carolina-at-greensboro/admission/
476,Concordia University Irvine,,,,0.59,3.42,,,,,,,990,1200,20,25,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/concordia-university-irvine/admission/
1014,Winston Salem State University,,,,0.59,3.15,,,,,,,880,1010,17,19,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/winston-salem-state-university/admission/
1403,Multnomah University,,,,0.59,3.43,,,,,,,-,-,-,-,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/multnomah-university/admission/
471,Carson Newman College,,,,0.59,3.4,,,,,,,960,1170,19,26,,,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/carson-newman-college/admission/
893,Davis & Elkins College,,,,0.59,3.17,,,,,,,880,1130,17,22,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/west-virginia/davis-and-elkins-college/admission/
606,University of Connecticut Tri Campus,,,,0.6,-,,,,,,,990,1170,17,22,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/university-of-connecticut-tri-campus/admission/
681,Western Illinois University,,,,0.6,3.11,,,,,,,-,-,18,23,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/western-illinois-university/admission/
1241,Rollins College,Regional,South,2.0,0.6,3.26,610.0,700.0,580.0,690.0,1190.0,1390.0,-,-,-,-,24.0,29.0,TO,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/rollins-college/admission/
196,University of Minnesota Morris,,,,0.6,3.62,,,,,,,1090,1350,22,28,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/university-of-minnesota-morris/admission/
148,University at Buffalo,,,,0.6,3.2,,,,,,,1130,1320,24,29,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/university-at-buffalo/admission/
943,Florida Hospital College of Health Sciences,,,,0.6,-,,,,,,,910,1100,18,21,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/florida-hospital-college-of-health-sciences/admission/
1390,Baldwin Wallace College,Regional,Midwest,15.0,0.6,3.5,520.0,650.0,510.0,620.0,1030.0,1270.0,-,-,-,-,20.0,27.0,TO,Ohio,http://www.collegesimply.com/guides/admission-data//colleges/ohio/baldwin-wallace-college/admission/
978,North Carolina A & T State University,,,,0.6,2.68,,,,,,,910,1070,17,21,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/north-carolina-a-and-t-state-university/admission/
665,Coastal Carolina University,,,,0.6,3.4,,,,,,,990,1150,20,24,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/coastal-carolina-university/admission/
525,Hardin Simmons University,Regional,New England,11.0,0.6,3.63,590.0,680.0,550.0,630.0,1140.0,1310.0,1000,1200,19,25,24.0,29.0,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/hardin-simmons-university/admission/
530,University of Connecticut Avery Point,,,,0.6,-,,,,,,,1040,1210,21,25,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/university-of-connecticut-avery-point/admission/
1387,Shaw University,,,,0.6,2.36,,,,,,,-,-,-,-,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/shaw-university/admission/
642,Charleston Southern University,,,,0.6,-,,,,,,,990,1180,20,25,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/charleston-southern-university/admission/
964,Ecclesia College,,,,0.6,-,,,,,,,870,1100,17,22,,,,Arkansas,http://www.collegesimply.com/guides/admission-data//colleges/arkansas/ecclesia-college/admission/
369,University of Houston,,,,0.6,-,,,,,,,1130,1310,23,28,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/university-of-houston/admission/
590,Lincoln Christian University,,,,0.6,3.29,,,,,,,820,1060,19,25,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/lincoln-christian-university/admission/
1057,Bloomfield College,,,,0.6,2.6,,,,,,,860,1030,15,19,,,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/bloomfield-college/admission/
219,University of Arkansas,National,South,135.0,0.6,3.62,540.0,660.0,540.0,640.0,1080.0,1300.0,1090,1290,23,28,23.0,28.0,,Arkansas,http://www.collegesimply.com/guides/admission-data//colleges/arkansas/university-of-arkansas/admission/
381,Anderson University,,,,0.6,3.4,,,,,,,1020,1200,21,25,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/anderson-university/admission/
381,Anderson University,,,,0.6,3.4,,,,,,,1020,1200,21,25,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/anderson-university/admission/
1060,Fayetteville State University,,,,0.6,2.95,,,,,,,860,1010,17,20,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/fayetteville-state-university/admission/
457,Georgia Southern University,,,,0.6,3.24,,,,,,,1100,1250,21,25,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/georgia-southern-university/admission/
328,University of Alabama at Birmingham,,,,0.6,3.62,,,,,,,1120,1360,22,28,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/university-of-alabama-at-birmingham/admission/
709,Madonna University,,,,0.6,3.3,,,,,,,-,-,20,24,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/madonna-university/admission/
