School,id
Corcoran College of Art and Design,1235
Trinity Washington University,1236
Embry Riddle Aeronautical University Daytona Beach,1237
Florida Memorial University,1238
Jacksonville University,1239
Ringling College of Art and Design,1240
Rollins College,1241
Saint Leo University,1242
Stetson University,1243
Clayton State University,1244
Life University,1245
Herzing University Atlanta,1246
Middle Georgia College,1247
Thomas University,1248
Hawaii Pacific University,1249
University of Hawaii West Oahu,1250
The College of Idaho,1251
Augustana College,1252
Columbia College Chicago,1253
DePaul University,1254
Illinois College,1255
Knox College,1256
Lake Forest College,1257
Moody Bible Institute,1258
National Louis University,1259
Robert Morris University Illinois,1260
Shimer College,1261
Earlham College,1262
AIB College of Business,1263
Maharishi University of Management,1264
William Penn University,1265
Bethel College North Newton,1266
Fort Hays State University,1267
Barclay College,1268
Kansas State University,1269
Ottawa University Ottawa,1270
Pittsburg State University,1271
Midway College,1272
Transylvania University,1273
College of the Atlantic,1274
Bates College,1275
Bowdoin College,1276
University of Maine at Farmington,1277
University of Maine at Presque Isle,1278
Maine College of Art,1279
Thomas College,1280
Unity College,1281
Goucher College,1282
Hood College,1283
Loyola University Maryland,1284
Salisbury University,1285
St John's College,1286
Washington College,1287
Anna Maria College,1288
Assumption College,1289
Berklee College of Music,1290
The Boston Conservatory,1291
Laboure College,1292
Clark University,1293
Dean College,1294
Emmanuel College,1295
Endicott College,1296
Fisher College,1297
Hampshire College,1298
College of the Holy Cross,1299
Longy School of Music,1300
Merrimack College,1301
School of the Museum of Fine Arts Boston,1302
The New England Conservatory of Music,1303
Newbury College Brookline,1304
Nichols College,1305
Regis College,1306
Salem State University,1307
Bard College at Simon's Rock,1308
Stonehill College,1309
Wheaton College,1310
Worcester Polytechnic Institute,1311
Davenport University,1312
Grace Bible College,1313
Kalamazoo College,1314
Concordia College at Moorhead,1315
Concordia University Saint Paul,1316
Gustavus Adolphus College,1317
Herzing University Minneapolis,1318
Crossroads College,1319
Dunwoody College of Technology,1320
Belhaven University,1321
Cox College,1322
Hannibal LaGrange University,1323
Missouri Valley College,1324
Park University,1325
University of Great Falls,1326
Colby Sawyer College,1327
Northeast Catholic College,1328
New England College,1329
Southern New Hampshire University,1330
Plymouth State University,1331
Rivier College,1332
Saint Anselm College,1333
Thomas More College of Liberal Arts,1334
Drew University,1335
Montclair State University,1336
Vaughn College of Aeronautics and Technology,1337
American Musical and Dramatic Academy,1338
Bard College,1339
Cazenovia College,1340
Metropolitan College of New York,1341
Culinary Institute of America,1342
CUNY College of Staten Island,1343
CUNY Medgar Evers College,1344
CUNY New York City College of Technology,1345
Daemen College,1346
Elmira College,1347
Fashion Institute of Technology,1348
Hamilton College,1349
Hartwick College,1350
Hilbert College,1351
Hobart William Smith Colleges,1352
Hofstra University,1353
Ithaca College,1354
The Juilliard School,1355
Keuka College,1356
Long Island University Brooklyn Campus,1357
Manhattan School of Music,1358
Manhattanville College,1359
Maria College of Albany,1360
Marist College,1361
Mercy College,1362
Nazareth College,1363
The New School,1364
Paul Smiths College of Arts and Science,1365
Davis College,1366
University of Rochester,1367
The Sage Colleges,1368
St Lawrence University,1369
The College of Saint Rose,1370
Sarah Lawrence College,1371
Siena College,1372
SUNY College of Technology at Canton,1373
SUNY College of Technology at Delhi,1374
SUNY College at Cortland,1375
SUNY College at Potsdam,1376
Touro College,1377
Trocaire College,1378
Union College,1379
Utica College,1380
Villa Maria College,1381
Wagner College,1382
Brevard College,1383
Guilford College,1384
Lees McRae College,1385
Livingstone College,1386
Shaw University,1387
Wake Forest University,1388
Herzing University Akron Campus,1389
Baldwin Wallace College,1390
Cleveland Institute of Music,1391
Columbus College of Art and Design,1392
Denison University,1393
Mercy College of Ohio,1394
College of Mount St. Joseph,1395
Ohio Wesleyan University,1396
Tiffin University,1397
Walsh University,1398
Wittenberg University,1399
Saint Gregorys University,1400
New Hope Christian College,1401
Lewis & Clark College,1402
Multnomah University,1403
Oregon College of Art and Craft,1404
Pacific Northwest College of Art,1405
Warner Pacific College,1406
Albright College,1407
Allegheny College,1408
Baptist Bible College and Seminary,1409
Cabrini College,1410
Chatham University,1411
Dickinson College,1412
Franklin and Marshall College,1413
Gettysburg College,1414
Juniata College,1415
King's College,1416
Lebanon Valley College,1417
Mercyhurst College,1418
Muhlenberg College,1419
Pennsylvania Academy of the Fine Arts,1420
Pennsylvania College of Art and Design,1421
Saint Joseph's University,1422
Seton Hill University,1423
Susquehanna University,1424
Temple University,1425
Ursinus College,1426
Washington & Jefferson College,1427
Bryant University,1428
Johnson & Wales University Providence,1429
Providence College,1430
Roger Williams University,1431
Salve Regina University,1432
Southern Wesleyan University,1433
Furman University,1434
South Carolina State University,1435
Voorhees College,1436
Lane College,1437
O'More College of Design,1438
Sewanee The University of the South,1439
Baptist Missionary Association Theological Seminary,1440
University of Houston Victoria,1441
Northwood University Texas,1442
Bennington College,1443
Green Mountain College,1444
Marlboro College,1445
Norwich University,1446
Saint Michael's College,1447
College of St Joseph,1448
Sterling College,1449
Vermont Technical College,1450
Radford University,1451
Cornish College of the Arts,1452
Trinity Lutheran College,1453
University of Puget Sound,1454
Whitworth University,1455
Ohio Valley University,1456
Beloit College,1457
Lawrence University,1458
Maranatha Baptist Bible College,1459
Milwaukee Institute of Art & Design,1460
Northland International University,1461
Silver Lake College of the Holy Family,1462
Herzing University Madison,1463
St John's College,1464
Hodges University,1465
Remington College Honolulu Campus,1466
New England School of Communications,1467
Remington College Colorado Springs Campus,1468
Beacon College,1469
Everglades University,1470
California State University Monterey Bay,1471
Johnson & Wales University North Miami,1472
Messenger College,1473
New York College of Health Professions,1474
Embry Riddle Aeronautical University Worldwide,1475
Herzing University Kenner,1476
Michigan Jewish Institute,1477
Johnson & Wales University Denver,1478
Nevada State College,1479
California State University Channel Islands,1480
Pennsylvania College of Health Sciences,1481
Johnson & Wales University Charlotte,1482
Shorter University College of Adult & Professional Programs,1483
Averett University Non Traditional Programs,1484
Providence Christian College,1485
Herzing University Toledo,1486
New Hope Christian College,1487
Herzing University Brookfield,1488
Remington College,1489
Grace College of Divinity,1490
